name,1-gram,2-gram,3-gram,last_letter_vowel,vowel,sonorants,ratio_of_syllable,gender
eddy,y,dy,ddy,0,n,na,0.5,M
eddye,e,ye,dye,1,e,na,2.0,F
eddyson,n,on,son,0,n,na,0.3,M
eddythe,e,he,the,1,e,na,1.0,F
ede,e,de,ede,1,e,na,2.0,M
edee,e,ee,dee,1,e,na,2.0,F
edel,l,el,del,0,n,na,0.5,M
edele,e,le,ele,1,e,na,0.7,F
edelia,a,ia,lia,1,a,na,0.7,F
edelin,n,in,lin,0,n,na,0.3,F
edelina,a,na,ina,1,a,na,0.5,F
edeline,e,ne,ine,1,e,na,0.7,F
edell,l,ll,ell,0,n,na,0.5,F
edelle,e,le,lle,1,e,na,0.7,F
edelmira,a,ra,ira,1,a,na,0.5,F
edelmiro,o,ro,iro,1,o,na,0.5,M
edelweiss,s,ss,iss,0,n,na,0.3,F
edelyn,n,yn,lyn,0,n,na,0.3,F
edelynn,n,nn,ynn,0,n,na,0.3,F
edem,m,em,dem,0,n,na,0.5,M
edena,a,na,ena,1,a,na,0.7,F
edengrace,e,ce,ace,1,e,na,0.7,F
edenilson,n,on,son,0,n,na,0.2,M
edenrose,e,se,ose,1,e,na,0.7,F
eder,r,er,der,0,n,na,0.5,M
ederick,k,ck,ick,0,n,na,0.3,M
ederne,e,ne,rne,1,e,na,1.0,F
ederson,n,on,son,0,n,na,0.3,M
edessa,a,sa,ssa,1,a,na,0.7,F
edford,d,rd,ord,0,n,na,0.5,M
edgar,r,ar,gar,0,n,na,0.5,M
edgaras,s,as,ras,0,n,na,0.3,M
edgard,d,rd,ard,0,n,na,0.5,M
edgardo,o,do,rdo,1,o,na,0.7,M
edgareduardo,o,do,rdo,1,o,na,0.4,M
edgbert,t,rt,ert,0,n,na,0.5,M
edge,e,ge,dge,1,e,na,2.0,M
edgel,l,el,gel,0,n,na,0.5,M
edger,r,er,ger,0,n,na,0.5,M
edgerin,n,in,rin,0,n,na,0.3,M
edgerrin,n,in,rin,0,n,na,0.3,M
edguin,n,in,uin,0,n,na,0.5,M
edher,r,er,her,0,n,na,0.5,M
edi,i,di,edi,1,i,na,2.0,M
edia,a,ia,dia,1,a,na,1.0,F
ediberto,o,to,rto,1,o,na,0.5,M
edica,a,ca,ica,1,a,na,0.7,F
edice,e,ce,ice,1,e,na,1.0,F
edid,d,id,did,0,n,na,0.5,F
edidiong,g,ng,ong,0,n,na,0.3,M
edie,e,ie,die,1,e,na,2.0,F
ediel,l,el,iel,0,n,na,0.5,M
edier,r,er,ier,0,n,na,0.5,M
edieth,h,th,eth,0,n,na,0.5,F
edika,a,ka,ika,1,a,na,0.7,F
edil,l,il,dil,0,n,na,0.5,M
edilberto,o,to,rto,1,o,na,0.5,M
edilia,a,ia,lia,1,a,na,0.7,F
edilson,n,on,son,0,n,na,0.3,M
edin,n,in,din,0,n,na,0.5,M
edina,a,na,ina,1,a,na,0.7,F
edinson,n,on,son,0,n,na,0.3,M
edir,r,ir,dir,0,n,na,0.5,M
edis,s,is,dis,0,n,na,0.5,M
edisa,a,sa,isa,1,a,na,0.7,F
edisha,a,ha,sha,1,a,ha,0.7,F
edison,n,on,son,0,n,na,0.3,M
edisson,n,on,son,0,n,na,0.3,M
edit,t,it,dit,0,n,na,0.5,F
edita,a,ta,ita,1,a,na,0.7,F
edite,e,te,ite,1,e,na,1.0,F
edith,h,th,ith,0,n,na,0.5,F
editha,a,ha,tha,1,a,ha,0.7,F
edithe,e,he,the,1,e,na,1.0,F
edithmae,e,ae,mae,1,e,na,1.0,F
ediva,a,va,iva,1,a,na,0.7,F
ediz,z,iz,diz,0,n,na,0.5,M
edjuan,n,an,uan,0,n,na,0.5,M
edker,r,er,ker,0,n,na,0.5,M
edla,a,la,dla,1,a,na,1.0,F
edley,y,ey,ley,0,n,na,0.5,M
edlin,n,in,lin,0,n,na,0.5,F
edlizi,i,zi,izi,1,i,na,0.7,F
edlow,w,ow,low,0,n,na,0.5,M
edlyn,n,yn,lyn,0,n,na,0.5,F
edlynn,n,nn,ynn,0,n,na,0.5,F
edma,a,ma,dma,1,a,na,1.0,F
edmae,e,ae,mae,1,e,na,2.0,F
edman,n,an,man,0,n,na,0.5,M
edmanuel,l,el,uel,0,n,na,0.3,M
edmao,o,ao,mao,1,o,na,1.0,M
edmar,r,ar,mar,0,n,na,0.5,M
edmay,y,ay,may,0,n,na,0.5,F
edmee,e,ee,mee,1,e,na,2.0,F
edmere,e,re,ere,1,e,na,1.0,F
edmilson,n,on,son,0,n,na,0.3,M
edmon,n,on,mon,0,n,na,0.5,M
edmona,a,na,ona,1,a,na,0.7,F
edmond,d,nd,ond,0,n,na,0.5,M
edmonda,a,da,nda,1,a,na,0.7,F
edmondo,o,do,ndo,1,o,na,0.7,M
edmonia,a,ia,nia,1,a,na,0.7,F
edmont,t,nt,ont,0,n,na,0.5,M
edmound,d,nd,und,0,n,na,0.5,M
edmund,d,nd,und,0,n,na,0.5,M
edmundo,o,do,ndo,1,o,na,0.7,M
edna,a,na,dna,1,a,na,1.0,F
ednah,h,ah,nah,0,n,na,0.5,F
ednamae,e,ae,mae,1,e,na,1.0,F
ednamay,y,ay,may,0,n,na,0.3,F
ednar,r,ar,nar,0,n,na,0.5,F
edner,r,er,ner,0,n,na,0.5,F
ednesha,a,ha,sha,1,a,ha,0.7,F
edney,y,ey,ney,0,n,na,0.5,M
ednita,a,ta,ita,1,a,na,0.7,F
edo,o,do,edo,1,o,na,2.0,M
edoardo,o,do,rdo,1,o,na,0.7,M
edolia,a,ia,lia,1,a,na,0.7,F
edom,m,om,dom,0,n,na,0.5,M
edon,n,on,don,0,n,na,0.5,M
edona,a,na,ona,1,a,na,0.7,F
edonis,s,is,nis,0,n,na,0.3,M
edony,y,ny,ony,0,n,na,0.3,F
edora,a,ra,ora,1,a,na,0.7,F
edorta,a,ta,rta,1,a,na,0.7,M
edouard,d,rd,ard,0,n,na,0.5,M
edra,a,ra,dra,1,a,na,1.0,F
edras,s,as,ras,0,n,na,0.5,M
edrees,s,es,ees,0,n,na,1.0,M
edrei,i,ei,rei,1,i,na,1.0,M
edrena,a,na,ena,1,a,na,0.7,F
edrey,y,ey,rey,0,n,na,0.5,M
edria,a,ia,ria,1,a,na,1.0,F
edrian,n,an,ian,0,n,na,0.3,M
edriana,a,na,ana,1,a,na,0.7,F
edrianna,a,na,nna,1,a,na,0.7,F
edric,c,ic,ric,0,n,na,0.5,M
edrica,a,ca,ica,1,a,na,0.7,F
edrick,k,ck,ick,0,n,na,0.5,M
edricka,a,ka,cka,1,a,na,0.7,F
edrie,e,ie,rie,1,e,na,2.0,F
edriel,l,el,iel,0,n,na,0.5,M
edrik,k,ik,rik,0,n,na,0.5,M
edrin,n,in,rin,0,n,na,0.5,M
edrina,a,na,ina,1,a,na,0.7,F
edris,s,is,ris,0,n,na,0.5,F
edro,o,ro,dro,1,o,na,1.0,M
edroy,y,oy,roy,0,n,na,0.5,M
edsel,l,el,sel,0,n,na,0.5,M
edsell,l,ll,ell,0,n,na,0.5,M
edsil,l,il,sil,0,n,na,0.5,M
edsol,l,ol,sol,0,n,na,0.5,M
edson,n,on,son,0,n,na,0.5,M
edsson,n,on,son,0,n,na,0.5,M
edu,u,du,edu,1,u,na,2.0,M
eduan,n,an,uan,0,n,na,0.5,M
eduar,r,ar,uar,0,n,na,0.5,M
eduard,d,rd,ard,0,n,na,0.5,M
eduarda,a,da,rda,1,a,na,0.7,F
eduardo,o,do,rdo,1,o,na,0.7,M
eduardoluis,s,is,uis,0,n,na,0.2,M
eduards,s,ds,rds,0,n,na,0.5,M
eduart,t,rt,art,0,n,na,0.5,M
eduin,n,in,uin,0,n,na,0.5,M
edur,r,ur,dur,0,n,na,0.5,M
edurdo,o,do,rdo,1,o,na,0.7,M
edurne,e,ne,rne,1,e,na,1.0,F
eduvigen,n,en,gen,0,n,na,0.2,F
eduviges,s,es,ges,0,n,na,0.3,F
eduvijes,s,es,jes,0,n,na,0.3,F
eduvina,a,na,ina,1,a,na,0.5,F
edvard,d,rd,ard,0,n,na,0.5,M
edvardas,s,as,das,0,n,na,0.3,M
edvardo,o,do,rdo,1,o,na,0.7,M
edvards,s,ds,rds,0,n,na,0.5,M
edvige,e,ge,ige,1,e,na,1.0,F
edvin,n,in,vin,0,n,na,0.5,M
edvinas,s,as,nas,0,n,na,0.3,M
edw,w,dw,edw,0,n,na,1.0,M
edwa,a,wa,dwa,1,a,na,1.0,F
edwad,d,ad,wad,0,n,na,0.5,M
edwana,a,na,ana,1,a,na,0.7,F
edwar,r,ar,war,0,n,na,0.5,M
edward,d,rd,ard,0,n,na,0.5,M
edwarda,a,da,rda,1,a,na,0.7,F
edwardd,d,dd,rdd,0,n,na,0.5,M
edwardine,e,ne,ine,1,e,na,0.7,F
edwardjames,s,es,mes,0,n,na,0.3,M
edwardo,o,do,rdo,1,o,na,0.7,M
edwards,s,ds,rds,0,n,na,0.5,M
edweena,a,na,ena,1,a,na,0.7,F
edweina,a,na,ina,1,a,na,0.7,F
edwell,l,ll,ell,0,n,na,0.5,M
edwen,n,en,wen,0,n,na,0.5,M
edwena,a,na,ena,1,a,na,0.7,F
edwidge,e,ge,dge,1,e,na,1.0,F
edwige,e,ge,ige,1,e,na,1.0,F
edwill,l,ll,ill,0,n,na,0.5,M
edwin,n,in,win,0,n,na,0.5,M
edwina,a,na,ina,1,a,na,0.7,F
edwind,d,nd,ind,0,n,na,0.5,M
edwing,g,ng,ing,0,n,na,0.5,M
edwinn,n,nn,inn,0,n,na,0.5,M
edwinna,a,na,nna,1,a,na,0.7,F
edwon,n,on,won,0,n,na,0.5,M
edwood,d,od,ood,0,n,na,0.5,M
edword,d,rd,ord,0,n,na,0.5,M
edwrd,d,rd,wrd,0,n,na,1.0,M
edwuin,n,in,uin,0,n,na,0.5,M
edwyn,n,yn,wyn,0,n,na,0.5,M
edwyna,a,na,yna,1,a,na,0.7,F
edwynn,n,nn,ynn,0,n,na,0.5,M
edy,y,dy,edy,0,n,na,1.0,M
edyce,e,ce,yce,1,e,na,1.0,F
edye,e,ye,dye,1,e,na,2.0,F
edyn,n,yn,dyn,0,n,na,0.5,F
edynn,n,nn,ynn,0,n,na,0.5,F
edyson,n,on,son,0,n,na,0.3,M
edyta,a,ta,yta,1,a,na,0.7,F
edyth,h,th,yth,0,n,na,0.5,F
edytha,a,ha,tha,1,a,ha,0.7,F
edythe,e,he,the,1,e,na,1.0,F
edzon,n,on,zon,0,n,na,0.5,M
eean,n,an,ean,0,n,na,1.0,M
eelijah,h,ah,jah,0,n,na,0.3,M
eelis,s,is,lis,0,n,na,0.5,M
eeliyah,h,ah,yah,0,n,na,0.3,F
eelyn,n,yn,lyn,0,n,na,0.5,F
eemaan,n,an,aan,0,n,na,0.5,F
eeman,n,an,man,0,n,na,0.5,F
eemeli,i,li,eli,1,i,na,0.7,M
eemil,l,il,mil,0,n,na,0.5,M
eena,a,na,ena,1,a,na,1.0,F
eera,a,ra,era,1,a,na,1.0,F
eerik,k,ik,rik,0,n,na,0.5,M
eerika,a,ka,ika,1,a,na,0.7,F
eerikki,i,ki,kki,1,i,na,0.7,M
eero,o,ro,ero,1,o,na,1.0,M
eesa,a,sa,esa,1,a,na,1.0,M
eesaa,a,aa,saa,1,a,na,1.0,M
eesah,h,ah,sah,0,n,na,0.5,M
eesha,a,ha,sha,1,a,ha,1.0,F
eeshal,l,al,hal,0,n,na,0.5,F
eeshan,n,an,han,0,n,na,0.5,M
eessa,a,sa,ssa,1,a,na,1.0,M
eethan,n,an,han,0,n,na,0.5,M
eetu,u,tu,etu,1,u,na,1.0,M
eeva,a,va,eva,1,a,na,1.0,F
eevee,e,ee,vee,1,e,na,2.0,F
eevi,i,vi,evi,1,i,na,1.0,F
eevie,e,ie,vie,1,e,na,2.0,F
eeyan,n,an,yan,0,n,na,0.5,M
efa,a,fa,efa,1,a,na,2.0,F
efan,n,an,fan,0,n,na,0.5,M
efaz,z,az,faz,0,n,na,0.5,M
efe,e,fe,efe,1,e,na,2.0,M
efetobore,e,re,ore,1,e,na,0.5,M
effa,a,fa,ffa,1,a,na,1.0,F
effi,i,fi,ffi,1,i,na,1.0,F
effie,e,ie,fie,1,e,na,2.0,F
efford,d,rd,ord,0,n,na,0.5,M
effrem,m,em,rem,0,n,na,0.5,M
effren,n,en,ren,0,n,na,0.5,M
effrey,y,ey,rey,0,n,na,0.5,M
effy,y,fy,ffy,0,n,na,0.5,F
efia,a,ia,fia,1,a,na,1.0,F
efigenia,a,ia,nia,1,a,na,0.5,F
efimia,a,ia,mia,1,a,na,0.7,F
efisio,o,io,sio,1,o,na,0.7,M
efosa,a,sa,osa,1,a,na,0.7,M
efraim,m,im,aim,0,n,na,0.5,M
efrain,n,in,ain,0,n,na,0.5,M
efram,m,am,ram,0,n,na,0.5,M
efran,n,an,ran,0,n,na,0.5,M
efrat,t,at,rat,0,n,na,0.5,F
efrata,a,ta,ata,1,a,na,0.7,F
efrayim,m,im,yim,0,n,na,0.3,M
efrem,m,em,rem,0,n,na,0.5,M
efren,n,en,ren,0,n,na,0.5,M
efrian,n,an,ian,0,n,na,0.3,M
efrin,n,in,rin,0,n,na,0.5,M
efrosini,i,ni,ini,1,i,na,0.5,F
efrosyni,i,ni,yni,1,i,na,0.5,F
efsa,a,sa,fsa,1,a,na,1.0,F
efstathia,a,ia,hia,1,a,na,0.7,F
efstathios,s,os,ios,0,n,na,0.3,M
efstratios,s,os,ios,0,n,na,0.3,M
efthalia,a,ia,lia,1,a,na,0.7,F
efthimia,a,ia,mia,1,a,na,0.7,F
efthimios,s,os,ios,0,n,na,0.3,M
efthymia,a,ia,mia,1,a,na,0.7,F
eftihia,a,ia,hia,1,a,na,0.7,F
efton,n,on,ton,0,n,na,0.5,M
eftychia,a,ia,hia,1,a,na,0.7,F
efua,a,ua,fua,1,a,na,1.0,F
egan,n,an,gan,0,n,na,0.5,M
egbert,t,rt,ert,0,n,na,0.5,M
ege,e,ge,ege,1,e,na,2.0,M
egemen,n,en,men,0,n,na,0.3,M
eghosa,a,sa,osa,1,a,na,0.7,M
egidio,o,io,dio,1,o,na,0.7,M
egil,l,il,gil,0,n,na,0.5,M
egilhard,d,rd,ard,0,n,na,0.3,M
egill,l,ll,ill,0,n,na,0.5,M
egina,a,na,ina,1,a,na,0.7,F
egino,o,no,ino,1,o,na,0.7,M
egla,a,la,gla,1,a,na,1.0,F
eglantine,e,ne,ine,1,e,na,0.7,F
egle,e,le,gle,1,e,na,1.0,F
egnatius,s,us,ius,0,n,na,0.3,M
egon,n,on,gon,0,n,na,0.5,M
egor,r,or,gor,0,n,na,0.5,M
eguzki,i,ki,zki,1,i,na,0.7,M
egypt,t,pt,ypt,0,n,na,0.5,F
egzon,n,on,zon,0,n,na,0.5,M
egzona,a,na,ona,1,a,na,0.7,F
eh,h,eh,eh,0,n,na,1.0,M
eha,a,ha,eha,1,a,ha,2.0,F
ehaan,n,an,aan,0,n,na,0.5,M
ehab,b,ab,hab,0,n,na,0.5,M
ehan,n,an,han,0,n,na,0.5,M
ehitan,n,an,tan,0,n,na,0.3,M
ehlana,a,na,ana,1,a,na,0.7,F
ehlijah,h,ah,jah,0,n,na,0.3,M
ehmet,t,et,met,0,n,na,0.5,M
ehonmwon,n,on,won,0,n,na,0.3,F
ehren,n,en,ren,0,n,na,0.5,M
ehrin,n,in,rin,0,n,na,0.5,F
ehron,n,on,ron,0,n,na,0.5,M
ehsaan,n,an,aan,0,n,na,0.5,M
ehsen,n,en,sen,0,n,na,0.5,M
ehtan,n,an,tan,0,n,na,0.5,M
ehtesham,m,am,ham,0,n,na,0.3,M
ehtisham,m,am,ham,0,n,na,0.3,M
ehud,d,ud,hud,0,n,na,0.5,M
ehvan,n,an,van,0,n,na,0.5,M
eiad,d,ad,iad,0,n,na,1.0,M
eian,n,an,ian,0,n,na,0.5,M
eibhleann,n,nn,ann,0,n,na,0.5,F
eibhlin,n,in,lin,0,n,na,0.5,F
eichael,l,el,ael,0,n,na,0.5,M
eichi,i,hi,chi,1,i,na,1.0,M
eid,d,id,eid,0,n,na,1.0,M
eidan,n,an,dan,0,n,na,0.5,M
eideard,d,rd,ard,0,n,na,0.5,M
eideen,n,en,een,0,n,na,0.5,F
eidel,l,el,del,0,n,na,0.5,F
eiden,n,en,den,0,n,na,0.5,M
eidenas,s,as,nas,0,n,na,0.3,M
eider,r,er,der,0,n,na,0.5,F
eidy,y,dy,idy,0,n,na,0.5,F
eifion,n,on,ion,0,n,na,0.5,M
eighlin,n,in,lin,0,n,na,0.5,F
eigyr,r,yr,gyr,0,n,na,0.5,F
eiichi,i,hi,chi,1,i,na,1.0,M
eija,a,ja,ija,1,a,na,1.0,F
eijah,h,ah,jah,0,n,na,0.5,M
eiji,i,ji,iji,1,i,na,1.0,M
eike,e,ke,ike,1,e,na,2.0,M
eiker,r,er,ker,0,n,na,0.5,M
eiki,i,ki,iki,1,i,na,1.0,M
eiko,o,ko,iko,1,o,na,1.0,F
eila,a,la,ila,1,a,na,1.0,F
eiladh,h,dh,adh,0,n,na,0.5,F
eilah,h,ah,lah,0,n,na,0.5,F
eilam,m,am,lam,0,n,na,0.5,M
eilan,n,an,lan,0,n,na,0.5,M
eilani,i,ni,ani,1,i,na,0.7,F
eilany,y,ny,any,0,n,na,0.3,F
eildhi,i,hi,dhi,1,i,na,1.0,F
eilean,n,an,ean,0,n,na,0.5,F
eiledh,h,dh,edh,0,n,na,0.5,F
eilee,e,ee,lee,1,e,na,2.0,F
eileen,n,en,een,0,n,na,0.5,F
eileena,a,na,ena,1,a,na,0.7,F
eileene,e,ne,ene,1,e,na,1.0,F
eileifr,r,fr,ifr,0,n,na,0.5,M
eileigh,h,gh,igh,0,n,na,0.5,F
eileithyia,a,ia,yia,1,a,na,0.7,F
eilen,n,en,len,0,n,na,0.5,F
eilene,e,ne,ene,1,e,na,1.0,F
eilert,t,rt,ert,0,n,na,0.5,M
eiley,y,ey,ley,0,n,na,0.5,F
eiliana,a,na,ana,1,a,na,0.7,F
eilidh,h,dh,idh,0,n,na,0.5,F
eilidhi,i,hi,dhi,1,i,na,0.7,F
eilihd,d,hd,ihd,0,n,na,0.5,F
eilijah,h,ah,jah,0,n,na,0.3,M
eilin,n,in,lin,0,n,na,0.5,F
eilionoir,r,ir,oir,0,n,na,0.3,F
eilir,r,ir,lir,0,n,na,0.5,F
eilis,s,is,lis,0,n,na,0.5,F
eilise,e,se,ise,1,e,na,1.0,F
eilish,h,sh,ish,0,n,na,0.5,F
eilisha,a,ha,sha,1,a,ha,0.7,F
eiliya,a,ya,iya,1,a,na,0.7,F
eiliyah,h,ah,yah,0,n,na,0.3,F
eiljah,h,ah,jah,0,n,na,0.5,M
eilleen,n,en,een,0,n,na,0.5,F
eillen,n,en,len,0,n,na,0.5,F
eilley,y,ey,ley,0,n,na,0.5,F
eillie,e,ie,lie,1,e,na,2.0,F
eilon,n,on,lon,0,n,na,0.5,M
eilonwy,y,wy,nwy,0,n,na,0.3,F
eiluned,d,ed,ned,0,n,na,0.5,F
eilwen,n,en,wen,0,n,na,0.5,F
eily,y,ly,ily,0,n,na,0.5,F
eilyn,n,yn,lyn,0,n,na,0.5,F
eilynn,n,nn,ynn,0,n,na,0.5,F
eilzabeth,h,th,eth,0,n,na,0.3,F
eimaan,n,an,aan,0,n,na,0.5,F
eimaj,j,aj,maj,0,n,na,0.5,M
eiman,n,an,man,0,n,na,0.5,F
eimantas,s,as,tas,0,n,na,0.3,M
eimear,r,ar,ear,0,n,na,0.5,F
eimer,r,er,mer,0,n,na,0.5,F
eimhear,r,ar,ear,0,n,na,0.5,F
eimhir,r,ir,hir,0,n,na,0.5,F
eimi,i,mi,imi,1,i,na,1.0,F
eimile,e,le,ile,1,e,na,0.7,F
eimly,y,ly,mly,0,n,na,0.5,F
eimmy,y,my,mmy,0,n,na,0.5,F
eimy,y,my,imy,0,n,na,0.5,F
ein,n,in,ein,0,n,na,1.0,M
eina,a,na,ina,1,a,na,1.0,F
einar,r,ar,nar,0,n,na,0.5,M
einard,d,rd,ard,0,n,na,0.5,M
einarr,r,rr,arr,0,n,na,0.5,M
einav,v,av,nav,0,n,na,0.5,F
eindride,e,de,ide,1,e,na,1.0,M
einer,r,er,ner,0,n,na,0.5,M
einin,n,in,nin,0,n,na,0.5,F
einion,n,on,ion,0,n,na,0.5,M
eino,o,no,ino,1,o,na,1.0,M
einstein,n,in,ein,0,n,na,0.5,M
eion,n,on,ion,0,n,na,1.0,M
eir,r,ir,eir,0,n,na,1.0,F
eira,a,ra,ira,1,a,na,1.0,F
eiran,n,an,ran,0,n,na,0.5,M
eirc,c,rc,irc,0,n,na,1.0,M
eire,e,re,ire,1,e,na,2.0,F
eireann,n,nn,ann,0,n,na,0.5,F
eireen,n,en,een,0,n,na,0.5,F
eiren,n,en,ren,0,n,na,0.5,F
eirena,a,na,ena,1,a,na,0.7,F
eirenaios,s,os,ios,0,n,na,0.3,M
eirene,e,ne,ene,1,e,na,1.0,F
eiri,i,ri,iri,1,i,na,1.0,F
eirik,k,ik,rik,0,n,na,0.5,M
eirin,n,in,rin,0,n,na,0.5,F
eirini,i,ni,ini,1,i,na,0.7,F
eirinn,n,nn,inn,0,n,na,0.5,F
eirlys,s,ys,lys,0,n,na,0.5,F
eirnin,n,in,nin,0,n,na,0.5,M
eirwen,n,en,wen,0,n,na,0.5,F
eiry,y,ry,iry,0,n,na,0.5,F
eiryn,n,yn,ryn,0,n,na,0.5,F
eirys,s,ys,rys,0,n,na,0.5,F
eisa,a,sa,isa,1,a,na,1.0,M
eisaa,a,aa,saa,1,a,na,1.0,M
eisah,h,ah,sah,0,n,na,0.5,M
eisele,e,le,ele,1,e,na,0.7,F
eisen,n,en,sen,0,n,na,0.5,M
eisenhower,r,er,wer,0,n,na,0.2,M
eisha,a,ha,sha,1,a,ha,1.0,F
eishah,h,ah,hah,0,n,na,0.5,F
eislee,e,ee,lee,1,e,na,2.0,F
eisleigh,h,gh,igh,0,n,na,0.5,F
eisley,y,ey,ley,0,n,na,0.5,F
eissa,a,sa,ssa,1,a,na,1.0,M
eisuke,e,ke,uke,1,e,na,1.0,M
eita,a,ta,ita,1,a,na,1.0,M
eitan,n,an,tan,0,n,na,0.5,M
eitel,l,el,tel,0,n,na,0.5,M
eith,h,th,ith,0,n,na,1.0,M
eithan,n,an,han,0,n,na,0.5,M
eithel,l,el,hel,0,n,na,0.5,F
eithen,n,en,hen,0,n,na,0.5,M
eithne,e,ne,hne,1,e,na,2.0,F
eithyn,n,yn,hyn,0,n,na,0.5,M
eito,o,to,ito,1,o,na,1.0,M
eiva,a,va,iva,1,a,na,1.0,F
eivan,n,an,van,0,n,na,0.5,M
eiven,n,en,ven,0,n,na,0.5,M
eivie,e,ie,vie,1,e,na,2.0,F
eivin,n,in,vin,0,n,na,0.5,M
eivind,d,nd,ind,0,n,na,0.5,M
eivissa,a,sa,ssa,1,a,na,0.7,F
eiyanna,a,na,nna,1,a,na,0.7,F
eiza,a,za,iza,1,a,na,1.0,F
eizabella,a,la,lla,1,a,na,0.5,F
eizabeth,h,th,eth,0,n,na,0.3,F
eizley,y,ey,ley,0,n,na,0.5,F
ej,j,ej,ej,0,n,na,1.0,M
eja,a,ja,eja,1,a,na,2.0,F
ejay,y,ay,jay,0,n,na,0.5,M
ejaz,z,az,jaz,0,n,na,0.5,M
ejona,a,na,ona,1,a,na,0.7,F
ejvind,d,nd,ind,0,n,na,0.5,M
eka,a,ka,eka,1,a,na,2.0,M
ekaansh,h,sh,nsh,0,n,na,0.5,M
ekain,n,in,ain,0,n,na,0.5,M
ekaitz,z,tz,itz,0,n,na,0.5,M
ekam,m,am,kam,0,n,na,0.5,M
ekambir,r,ir,bir,0,n,na,0.3,M
ekamdeep,p,ep,eep,0,n,na,0.3,F
ekamjeet,t,et,eet,0,n,na,0.3,M
ekamjit,t,it,jit,0,n,na,0.3,M
ekamjot,t,ot,jot,0,n,na,0.3,M
ekamveer,r,er,eer,0,n,na,0.3,M
ekansh,h,sh,nsh,0,n,na,0.5,M
ekaoluchuku,u,ku,uku,1,u,na,0.4,F
ekaparnika,a,ka,ika,1,a,na,0.4,F
ekata,a,ta,ata,1,a,na,0.7,F
ekaterina,a,na,ina,1,a,na,0.4,F
ekaterine,e,ne,ine,1,e,na,0.5,F
ekaterini,i,ni,ini,1,i,na,0.4,F
ekavira,a,ra,ira,1,a,na,0.5,F
ekber,r,er,ber,0,n,na,0.5,M
ekco,o,co,kco,1,o,na,1.0,F
ekenechukwu,u,wu,kwu,1,u,na,0.4,M
eker,r,er,ker,0,n,na,0.5,M
ekewaka,a,ka,aka,1,a,na,0.5,M
ekhum,m,um,hum,0,n,na,0.5,F
ekin,n,in,kin,0,n,na,0.5,M
ekkam,m,am,kam,0,n,na,0.5,F
ekkebert,t,rt,ert,0,n,na,0.3,M
ekkehard,d,rd,ard,0,n,na,0.3,M
ekkehardt,t,dt,rdt,0,n,na,0.3,M
ekko,o,ko,kko,1,o,na,1.0,F
eklavya,a,ya,vya,1,a,na,0.7,M
eknoor,r,or,oor,0,n,na,0.5,F
ekow,w,ow,kow,0,n,na,0.5,M
ekram,m,am,ram,0,n,na,0.5,F
ekrem,m,em,rem,0,n,na,0.5,M
ekta,a,ta,kta,1,a,na,1.0,F
ekua,a,ua,kua,1,a,na,1.0,F
ekwueme,e,me,eme,1,e,na,1.0,M
el,l,el,el,0,n,na,1.0,M
ela,a,la,ela,1,a,na,2.0,F
elaaf,f,af,aaf,0,n,na,0.5,F
elad,d,ad,lad,0,n,na,0.5,M
elada,a,da,ada,1,a,na,0.7,F
eladia,a,ia,dia,1,a,na,0.7,F
eladio,o,io,dio,1,o,na,0.7,M
elaena,a,na,ena,1,a,na,0.7,F
elaf,f,af,laf,0,n,na,0.5,F
elaha,a,ha,aha,1,a,ha,0.7,F
elaheh,h,eh,heh,0,n,na,0.3,F
elahna,a,na,hna,1,a,na,0.7,F
elahni,i,ni,hni,1,i,na,0.7,F
elai,i,ai,lai,1,i,na,1.0,M
elaia,a,ia,aia,1,a,na,1.0,F
elaida,a,da,ida,1,a,na,0.7,F
elaijah,h,ah,jah,0,n,na,0.3,F
elain,n,in,ain,0,n,na,0.5,F
elaina,a,na,ina,1,a,na,0.7,F
elainah,h,ah,nah,0,n,na,0.3,F
elaine,e,ne,ine,1,e,na,1.0,F
elainea,a,ea,nea,1,a,na,0.7,F
elainey,y,ey,ney,0,n,na,0.3,F
elaini,i,ni,ini,1,i,na,0.7,F
elainie,e,ie,nie,1,e,na,1.0,F
elainna,a,na,nna,1,a,na,0.7,F
elainy,y,ny,iny,0,n,na,0.3,F
elaisa,a,sa,isa,1,a,na,0.7,F
elaise,e,se,ise,1,e,na,1.0,F
elaisha,a,ha,sha,1,a,ha,0.7,F
elaiya,a,ya,iya,1,a,na,0.7,F
elaiza,a,za,iza,1,a,na,0.7,F
elajah,h,ah,jah,0,n,na,0.3,F
elajuwon,n,on,won,0,n,na,0.2,M
elam,m,am,lam,0,n,na,0.5,M
elan,n,an,lan,0,n,na,0.5,M
elana,a,na,ana,1,a,na,0.7,F
elanah,h,ah,nah,0,n,na,0.3,F
elanaz,z,az,naz,0,n,na,0.3,F
eland,d,nd,and,0,n,na,0.5,M
elanda,a,da,nda,1,a,na,0.7,F
elander,r,er,der,0,n,na,0.3,F
elandra,a,ra,dra,1,a,na,0.7,F
elane,e,ne,ane,1,e,na,1.0,F
elaney,y,ey,ney,0,n,na,0.3,F
elani,i,ni,ani,1,i,na,0.7,F
elania,a,ia,nia,1,a,na,0.7,F
elanie,e,ie,nie,1,e,na,1.0,F
elanna,a,na,nna,1,a,na,0.7,F
elannah,h,ah,nah,0,n,na,0.3,F
