name,1-gram,2-gram,3-gram,last_letter_vowel,vowel,sonorants,ratio_of_syllable,gender
misri,i,ri,sri,1,i,na,0.5,M
mitali,i,li,ali,1,i,na,0.3,M
mitansh,h,sh,nsh,0,n,na,0.0,M
miten,n,en,ten,0,n,na,0.0,M
mitesh,h,sh,esh,0,n,na,0.0,M
mithil,l,il,hil,0,n,na,0.0,M
mithilesh,h,sh,esh,0,n,na,0.0,M
mithran,n,an,ran,0,n,na,0.0,M
mithun,n,un,hun,0,n,na,0.0,M
mitra,a,ra,tra,1,a,na,0.5,M
mitrajit,t,it,jit,0,n,na,0.0,M
mitul,l,ul,tul,0,n,na,0.0,M
modak,k,ak,dak,0,n,na,0.0,M
moh,h,oh,Moh,0,n,na,0.0,M
mohajit,t,it,jit,0,n,na,0.0,M
mohak,k,ak,hak,0,n,na,0.0,M
mohal,l,al,hal,0,n,na,0.0,M
mohan,n,an,han,0,n,na,0.0,M
mohin,n,in,hin,0,n,na,0.0,M
mohit,t,it,hit,0,n,na,0.0,M
mohnish,h,sh,ish,0,n,na,0.0,M
mohul,l,ul,hul,0,n,na,0.0,M
monish,h,sh,ish,0,n,na,0.0,M
moorti,i,ti,rti,1,i,na,0.5,M
moti,i,ti,oti,1,i,na,0.5,M
motilal,l,al,lal,0,n,na,0.0,M
moulik,k,ik,lik,0,n,na,0.0,M
mridul,l,ul,dul,0,n,na,0.0,M
mrigaa,a,aa,gaa,1,a,na,0.5,M
mrigaj,j,aj,gaj,0,n,na,0.0,M
mrigalochan,n,an,han,0,n,na,0.0,M
mrigank,k,nk,ank,0,n,na,0.0,M
mrigankamouli,i,li,uli,1,i,na,0.2,M
mrigankasekhar,r,ar,har,0,n,na,0.0,M
mrigasya,a,ya,sya,1,a,na,0.3,M
mrigendra,a,ra,dra,1,a,na,0.3,M
mrigesh,h,sh,esh,0,n,na,0.0,M
mrinaal,l,al,aal,0,n,na,0.0,M
mrinank,k,nk,ank,0,n,na,0.0,M
mrinendra,a,ra,dra,1,a,na,0.3,M
mritunjay,y,ay,jay,0,n,na,0.0,M
mudgal,l,al,gal,0,n,na,0.0,M
mudil,l,il,dil,0,n,na,0.0,M
mudit,t,it,dit,0,n,na,0.0,M
mukesh,h,sh,esh,0,n,na,0.0,M
mukta,a,ta,kta,1,a,na,0.5,M
muktananda,a,da,nda,1,a,na,0.2,M
mukul,l,ul,kul,0,n,na,0.0,M
mukund,d,nd,und,0,n,na,0.0,M
mukunda,a,da,nda,1,a,na,0.3,M
mukut,t,ut,kut,0,n,na,0.0,M
mulkraj,j,aj,raj,0,n,na,0.0,M
muna,a,na,una,1,a,na,0.5,M
muneendra,a,ra,dra,1,a,na,0.3,M
muni,i,ni,uni,1,i,na,0.5,M
munish,h,sh,ish,0,n,na,0.0,M
muraaree,e,ee,ree,1,e,na,0.5,M
murad,d,ad,rad,0,n,na,0.0,M
muralee,e,ee,lee,1,e,na,0.5,M
murali,i,li,ali,1,i,na,0.3,M
muralidhar,r,ar,har,0,n,na,0.0,M
muralimanohar,r,ar,har,0,n,na,0.0,M
murari,i,ri,ari,1,i,na,0.3,M
murarilal,l,al,lal,0,n,na,0.0,M
murgesh,h,sh,esh,0,n,na,0.0,M
murli,i,li,rli,1,i,na,0.5,M
murugan,n,an,gan,0,n,na,0.0,M
naabhi,i,hi,bhi,1,i,na,0.5,M
naag,g,ag,aag,0,n,na,0.0,M
naagarjun,n,un,jun,0,n,na,0.0,M
naagdhar,r,ar,har,0,n,na,0.0,M
naagendra,a,ra,dra,1,a,na,0.3,M
naagesh,h,sh,esh,0,n,na,0.0,M
naagpal,l,al,pal,0,n,na,0.0,M
naagpati,i,ti,ati,1,i,na,0.3,M
naagraaj,j,aj,aaj,0,n,na,0.0,M
naakesh,h,sh,esh,0,n,na,0.0,M
naamdev,v,ev,dev,0,n,na,0.0,M
naanak,k,ak,nak,0,n,na,0.0,M
naaraayan,n,an,yan,0,n,na,0.0,M
naarad,d,ad,rad,0,n,na,0.0,M
nabendu,u,du,ndu,1,u,na,0.3,M
nabhij,j,ij,hij,0,n,na,0.0,M
nabhoj,j,oj,hoj,0,n,na,0.0,M
nabhya,a,ya,hya,1,a,na,0.5,M
nabhomani,i,ni,ani,1,i,na,0.2,M
nachik,k,ik,hik,0,n,na,0.0,M
nachiket,t,et,ket,0,n,na,0.0,M
nachiketa,a,ta,eta,1,a,na,0.2,M
nadeen,n,en,een,0,n,na,0.0,M
nadeesh,h,sh,esh,0,n,na,0.0,M
nadish,h,sh,ish,0,n,na,0.0,M
nagdhar,r,ar,har,0,n,na,0.0,M
nagendra,a,ra,dra,1,a,na,0.3,M
nagesh,h,sh,esh,0,n,na,0.0,M
nageshwaran,n,an,ran,0,n,na,0.0,M
naggar,r,ar,gar,0,n,na,0.0,M
nahush,h,sh,ush,0,n,na,0.0,M
naimish,h,sh,ish,0,n,na,0.0,M
nairit,t,it,rit,0,n,na,0.0,M
naishadh,h,dh,adh,0,n,na,0.0,M
naitik,k,ik,tik,0,n,na,0.0,M
nakhraj,j,aj,raj,0,n,na,0.0,M
nakshatra,a,ra,tra,1,a,na,0.3,M
naksatraraja,a,ja,aja,1,a,na,0.2,M
nakul,l,ul,kul,0,n,na,0.0,M
nal,l,al,Nal,0,n,na,0.0,M
nalesh,h,sh,esh,0,n,na,0.0,M
nalin,n,in,lin,0,n,na,0.0,M
nalinaksh,h,sh,ksh,0,n,na,0.0,M
nalinikant,t,nt,ant,0,n,na,0.0,M
naman,n,an,man,0,n,na,0.0,M
namdev,v,ev,dev,0,n,na,0.0,M
namish,h,sh,ish,0,n,na,0.0,M
namit,t,it,mit,0,n,na,0.0,M
nand,d,nd,and,0,n,na,0.0,M
nanda,a,da,nda,1,a,na,0.5,M
nandak,k,ak,dak,0,n,na,0.0,M
nandakumar,r,ar,mar,0,n,na,0.0,M
nandan,n,an,dan,0,n,na,0.0,M
nandi,i,di,ndi,1,i,na,0.5,M
nandin,n,in,din,0,n,na,0.0,M
nandish,h,sh,ish,0,n,na,0.0,M
nandlaal,l,al,aal,0,n,na,0.0,M
narad,d,ad,rad,0,n,na,0.0,M
narahari,i,ri,ari,1,i,na,0.2,M
narasimha,a,ha,mha,1,a,mha,0.2,M
narayan,n,an,yan,0,n,na,0.0,M
narayana,a,na,ana,1,a,na,0.2,M
narayanan,n,an,nan,0,n,na,0.0,M
narendra,a,ra,dra,1,a,na,0.3,M
narendranath,h,th,ath,0,n,na,0.0,M
naresh,h,sh,esh,0,n,na,0.0,M
narhari,i,ri,ari,1,i,na,0.3,M
narmad,d,ad,mad,0,n,na,0.0,M
narottam,m,am,tam,0,n,na,0.0,M
narsi,i,si,rsi,1,i,na,0.5,M
narsimha,a,ha,mha,1,a,mha,0.3,M
nartan,n,an,tan,0,n,na,0.0,M
nartana,a,na,ana,1,a,na,0.3,M
naruna,a,na,una,1,a,na,0.3,M
natesh,h,sh,esh,0,n,na,0.0,M
nateshwar,r,ar,war,0,n,na,0.0,M
nathan,n,an,han,0,n,na,0.0,M
natraj,j,aj,raj,0,n,na,0.0,M
natwar,r,ar,war,0,n,na,0.0,M
naubahar,r,ar,har,0,n,na,0.0,M
nauhar,r,ar,har,0,n,na,0.0,M
nauka,a,ka,uka,1,a,na,0.5,M
naval,l,al,val,0,n,na,0.0,M
navaj,j,aj,vaj,0,n,na,0.0,M
navaneet,t,et,eet,0,n,na,0.0,M
navashen,n,en,hen,0,n,na,0.0,M
naveen,n,en,een,0,n,na,0.0,M
navin,n,in,vin,0,n,na,0.0,M
navendu,u,du,ndu,1,u,na,0.3,M
navinchandra,a,ra,dra,1,a,na,0.2,M
navisha,a,ha,sha,1,a,ha,0.3,M
navrang,g,ng,ang,0,n,na,0.0,M
navratan,n,an,tan,0,n,na,0.0,M
navtej,j,ej,tej,0,n,na,0.0,M
nawal,l,al,wal,0,n,na,0.0,M
nawalkishor,r,or,hor,0,n,na,0.0,M
nawar,r,ar,war,0,n,na,0.0,M
nayak,k,ak,yak,0,n,na,0.0,M
nayakan,n,an,kan,0,n,na,0.0,M
nayan,n,an,yan,0,n,na,0.0,M
nehan,n,an,han,0,n,na,0.0,M
neel,l,el,eel,0,n,na,0.0,M
neelabh,h,bh,abh,0,n,na,0.0,M
neeladri,i,ri,dri,1,i,na,0.3,M
neelam,m,am,lam,0,n,na,0.0,M
neelamani,i,ni,ani,1,i,na,0.2,M
neelambar,r,ar,bar,0,n,na,0.0,M
neelambuj,j,uj,buj,0,n,na,0.0,M
neelanchal,l,al,hal,0,n,na,0.0,M
neelanjan,n,an,jan,0,n,na,0.0,M
neelesh,h,sh,esh,0,n,na,0.0,M
neelgreev,v,ev,eev,0,n,na,0.0,M
neelkamal,l,al,mal,0,n,na,0.0,M
neelkanth,h,th,nth,0,n,na,0.0,M
neelmadhav,v,av,hav,0,n,na,0.0,M
neelotpal,l,al,pal,0,n,na,0.0,M
neerad,d,ad,rad,0,n,na,0.0,M
neeraj,j,aj,raj,0,n,na,0.0,M
neerav,v,av,rav,0,n,na,0.0,M
nehal,l,al,hal,0,n,na,0.0,M
nesayem,m,em,yem,0,n,na,0.0,M
nibaal,l,al,aal,0,n,na,0.0,M
nibodh,h,dh,odh,0,n,na,0.0,M
nidhish,h,sh,ish,0,n,na,0.0,M
nigam,m,am,gam,0,n,na,0.0,M
nihaar,r,ar,aar,0,n,na,0.0,M
nihal,l,al,hal,0,n,na,0.0,M
nikash,h,sh,ash,0,n,na,0.0,M
niket,t,et,ket,0,n,na,0.0,M
niketan,n,an,tan,0,n,na,0.0,M
nikhil,l,il,hil,0,n,na,0.0,M
nikhilesh,h,sh,esh,0,n,na,0.0,M
nikunj,j,nj,unj,0,n,na,0.0,M
nikunja,a,ja,nja,1,a,na,0.3,M
nilabh,h,bh,abh,0,n,na,0.0,M
nilay,y,ay,lay,0,n,na,0.0,M
nilesh,h,sh,esh,0,n,na,0.0,M
nimai,i,ai,mai,1,i,na,0.5,M
nimesh,h,sh,esh,0,n,na,0.0,M
nimish,h,sh,ish,0,n,na,0.0,M
ninad,d,ad,nad,0,n,na,0.0,M
nipun,n,un,pun,0,n,na,0.0,M
niraamay,y,ay,may,0,n,na,0.0,M
nirad,d,ad,rad,0,n,na,0.0,M
niraj,j,aj,raj,0,n,na,0.0,M
nirajit,t,it,jit,0,n,na,0.0,M
niramay,y,ay,may,0,n,na,0.0,M
niramitra,a,ra,tra,1,a,na,0.2,M
niranjan,n,an,jan,0,n,na,0.0,M
nirankar,r,ar,kar,0,n,na,0.0,M
nirav,v,av,rav,0,n,na,0.0,M
nirbhay,y,ay,hay,0,n,na,0.0,M
nirbhik,k,ik,hik,0,n,na,0.0,M
nirdhar,r,ar,har,0,n,na,0.0,M
nirek,k,ek,rek,0,n,na,0.0,M
nirijhar,r,ar,har,0,n,na,0.0,M
niriksh,h,sh,ksh,0,n,na,0.0,M
nirish,h,sh,ish,0,n,na,0.0,M
nirmal,l,al,mal,0,n,na,0.0,M
nirmay,y,ay,may,0,n,na,0.0,M
nirmit,t,it,mit,0,n,na,0.0,M
nirmohi,i,hi,ohi,1,i,na,0.3,M
nirupam,m,am,pam,0,n,na,0.0,M
nirvan,n,an,van,0,n,na,0.0,M
nisarg,g,rg,arg,0,n,na,0.0,M
nish,h,sh,ish,0,n,na,0.0,M
nishad,d,ad,had,0,n,na,0.0,M
nishakar,r,ar,kar,0,n,na,0.0,M
nishikar,r,ar,kar,0,n,na,0.0,M
nishakant,t,nt,ant,0,n,na,0.0,M
nishikant,t,nt,ant,0,n,na,0.0,M
nishan,n,an,han,0,n,na,0.0,M
nishanath,h,th,ath,0,n,na,0.0,M
nishant,t,nt,ant,0,n,na,0.0,M
nishar,r,ar,har,0,n,na,0.0,M
nishat,t,at,hat,0,n,na,0.0,M
nishchal,l,al,hal,0,n,na,0.0,M
nishesh,h,sh,esh,0,n,na,0.0,M
nishikaant,t,nt,ant,0,n,na,0.0,M
nishil,l,il,hil,0,n,na,0.0,M
nishinath,h,th,ath,0,n,na,0.0,M
nishith,h,th,ith,0,n,na,0.0,M
nishkarsh,h,sh,rsh,0,n,na,0.0,M
nishok,k,ok,hok,0,n,na,0.0,M
nissim,m,im,sim,0,n,na,0.0,M
nisyaanthan,n,an,han,0,n,na,0.0,M
niteesh,h,sh,esh,0,n,na,0.0,M
nitesh,h,sh,esh,0,n,na,0.0,M
nitish,h,sh,ish,0,n,na,0.0,M
nitin,n,in,tin,0,n,na,0.0,M
nityam,m,am,yam,0,n,na,0.0,M
nityagopal,l,al,pal,0,n,na,0.0,M
nityananda,a,da,nda,1,a,na,0.2,M
nityanta,a,ta,nta,1,a,na,0.3,M
nitya,a,ya,tya,1,a,na,0.5,M
nivedh,h,dh,edh,0,n,na,0.0,M
nivrutti,i,ti,tti,1,i,na,0.3,M
nridev,v,ev,dev,0,n,na,0.0,M
nrip,p,ip,rip,0,n,na,0.0,M
nripendra,a,ra,dra,1,a,na,0.3,M
nripesh,h,sh,esh,0,n,na,0.0,M
nrupadh,h,dh,adh,0,n,na,0.0,M
obalesh,h,sh,esh,0,n,na,0.3,M
ohas,s,as,has,0,n,na,0.5,M
ojal,l,al,jal,0,n,na,0.5,M
ojas,s,as,jas,0,n,na,0.5,M
ojayit,t,it,yit,0,n,na,0.3,M
om,m,Om,Om,0,n,na,1.0,M
oma,a,ma,Oma,1,a,na,2.0,M
omanand,d,nd,and,0,n,na,0.3,M
omar,r,ar,mar,0,n,na,0.5,M
omarjeet,t,et,eet,0,n,na,0.3,M
omesa,a,sa,esa,1,a,na,0.7,M
omesh,h,sh,esh,0,n,na,0.5,M
omeshwar,r,ar,war,0,n,na,0.3,M
omkar,r,ar,kar,0,n,na,0.5,M
omkarnath,h,th,ath,0,n,na,0.3,M
ompati,i,ti,ati,1,i,na,0.7,M
omprakash,h,sh,ash,0,n,na,0.3,M
omswaroop,p,op,oop,0,n,na,0.3,M
oni,i,ni,Oni,1,i,na,2.0,M
oojam,m,am,jam,0,n,na,0.5,M
oorjit,t,it,jit,0,n,na,0.5,M
orion,n,on,ion,0,n,na,0.5,M
paandu,u,du,ndu,1,u,na,0.5,M
paandurang,g,ng,ang,0,n,na,0.0,M
paaninee,e,ee,nee,1,e,na,0.5,M
paarbrahm,m,hm,ahm,0,n,na,0.0,M
paarth,h,th,rth,0,n,na,0.0,M
paarthiv,v,iv,hiv,0,n,na,0.0,M
paavak,k,ak,vak,0,n,na,0.0,M
paavan,n,an,van,0,n,na,0.0,M
padam,m,am,dam,0,n,na,0.0,M
padm,m,dm,adm,0,n,na,0.0,M
padmabandhu,u,hu,dhu,1,u,na,0.2,M
padmadhar,r,ar,har,0,n,na,0.0,M
padmahasta,a,ta,sta,1,a,na,0.2,M
padmaj,j,aj,maj,0,n,na,0.0,M
padmakar,r,ar,kar,0,n,na,0.0,M
padmakant,t,nt,ant,0,n,na,0.0,M
padmal,l,al,mal,0,n,na,0.0,M
padmalochan,n,an,han,0,n,na,0.0,M
padman,n,an,man,0,n,na,0.0,M
padmanabha,a,ha,bha,1,a,ha,0.2,M
padmapani,i,ni,ani,1,i,na,0.2,M
padmapati,i,ti,ati,1,i,na,0.2,M
padmayani,i,ni,ani,1,i,na,0.2,M
padmesh,h,sh,esh,0,n,na,0.0,M
padminish,h,sh,ish,0,n,na,0.0,M
pahal,l,al,hal,0,n,na,0.0,M
pakhi,i,hi,khi,1,i,na,0.5,M
paksha,a,ha,sha,1,a,ha,0.5,M
pakshi,i,hi,shi,1,i,na,0.5,M
palak,k,ak,lak,0,n,na,0.0,M
palash,h,sh,ash,0,n,na,0.0,M
palashranjan,n,an,jan,0,n,na,0.0,M
palin,n,in,lin,0,n,na,0.0,M
pallab,b,ab,lab,0,n,na,0.0,M
pallav,v,av,lav,0,n,na,0.0,M
panav,v,av,nav,0,n,na,0.0,M
panchaanan,n,an,nan,0,n,na,0.0,M
panchajana,a,na,ana,1,a,na,0.2,M
panchal,l,al,hal,0,n,na,0.0,M
panchavaktra,a,ra,tra,1,a,na,0.2,M
pandhari,i,ri,ari,1,i,na,0.3,M
pandita,a,ta,ita,1,a,na,0.3,M
panduranga,a,ga,nga,1,a,na,0.2,M
pandya,a,ya,dya,1,a,na,0.5,M
pankaj,j,aj,kaj,0,n,na,0.0,M
pankajalochana,a,na,ana,1,a,na,0.2,M
pankajan,n,an,jan,0,n,na,0.0,M
pankajeet,t,et,eet,0,n,na,0.0,M
panna,a,na,nna,1,a,na,0.5,M
pannalal,l,al,lal,0,n,na,0.0,M
panngesh,h,sh,esh,0,n,na,0.0,M
panshul,l,ul,hul,0,n,na,0.0,M
parag,g,ag,rag,0,n,na,0.0,M
paraashar,r,ar,har,0,n,na,0.0,M
parakram,m,am,ram,0,n,na,0.0,M
param,m,am,ram,0,n,na,0.0,M
paramananda,a,da,nda,1,a,na,0.2,M
paramartha,a,ha,tha,1,a,ha,0.2,M
paramesh,h,sh,esh,0,n,na,0.0,M
parameshwar,r,ar,war,0,n,na,0.0,M
paramjeet,t,et,eet,0,n,na,0.0,M
paramjit,t,it,jit,0,n,na,0.0,M
paran,n,an,ran,0,n,na,0.0,M
paranjay,y,ay,jay,0,n,na,0.0,M
parantapa,a,pa,apa,1,a,na,0.2,M
paras,s,as,ras,0,n,na,0.0,M
parashar,r,ar,har,0,n,na,0.0,M
parashuraam,m,am,aam,0,n,na,0.0,M
parasme,e,me,sme,1,e,na,0.5,M
paratpara,a,ra,ara,1,a,na,0.2,M
paravasu,u,su,asu,1,u,na,0.2,M
parees,s,es,ees,0,n,na,0.0,M
paresh,h,sh,esh,0,n,na,0.0,M
paresha,a,ha,sha,1,a,ha,0.3,M
parighosh,h,sh,osh,0,n,na,0.0,M
parijat,t,at,jat,0,n,na,0.0,M
pariket,t,et,ket,0,n,na,0.0,M
parikshit,t,it,hit,0,n,na,0.0,M
parimal,l,al,mal,0,n,na,0.0,M
parindra,a,ra,dra,1,a,na,0.3,M
paritosh,h,sh,osh,0,n,na,0.0,M
parish,h,sh,ish,0,n,na,0.0,M
parmaarth,h,th,rth,0,n,na,0.0,M
parmeet,t,et,eet,0,n,na,0.0,M
parmesh,h,sh,esh,0,n,na,0.0,M
parnad,d,ad,nad,0,n,na,0.0,M
parnal,l,al,nal,0,n,na,0.0,M
parnik,k,ik,nik,0,n,na,0.0,M
parth,h,th,rth,0,n,na,0.0,M
partha,a,ha,tha,1,a,ha,0.5,M
parthapratim,m,im,tim,0,n,na,0.0,M
parthasarathi,i,hi,thi,1,i,na,0.2,M
parthiv,v,iv,hiv,0,n,na,0.0,M
parvat,t,at,vat,0,n,na,0.0,M
parvateshwar,r,ar,war,0,n,na,0.0,M
parvatinandan,n,an,dan,0,n,na,0.0,M
parvesh,h,sh,esh,0,n,na,0.0,M
pashunath,h,th,ath,0,n,na,0.0,M
pashupati,i,ti,ati,1,i,na,0.2,M
patag,g,ag,tag,0,n,na,0.0,M
patakin,n,in,kin,0,n,na,0.0,M
pathik,k,ik,hik,0,n,na,0.0,M
pathin,n,in,hin,0,n,na,0.0,M
patoj,j,oj,toj,0,n,na,0.0,M
patr,r,tr,atr,0,n,na,0.0,M
paurav,v,av,rav,0,n,na,0.0,M
pavak,k,ak,vak,0,n,na,0.0,M
pavan,n,an,van,0,n,na,0.0,M
pavanaj,j,aj,naj,0,n,na,0.0,M
pavankumar,r,ar,mar,0,n,na,0.0,M
pavansut,t,ut,sut,0,n,na,0.0,M
pavitra,a,ra,tra,1,a,na,0.3,M
payas,s,as,yas,0,n,na,0.0,M
payod,d,od,yod,0,n,na,0.0,M
peetambar,r,ar,bar,0,n,na,0.0,M
peeyush,h,sh,ush,0,n,na,0.0,M
pehlaj,j,aj,laj,0,n,na,0.0,M
perumal,l,al,mal,0,n,na,0.0,M
phalak,k,ak,lak,0,n,na,0.0,M
phalgun,n,un,gun,0,n,na,0.0,M
phani,i,ni,ani,1,i,na,0.5,M
phaninath,h,th,ath,0,n,na,0.0,M
phanindra,a,ra,dra,1,a,na,0.3,M
phanishwar,r,ar,war,0,n,na,0.0,M
phoolendu,u,du,ndu,1,u,na,0.3,M
piki,i,ki,iki,1,i,na,0.5,M
pinak,k,ak,nak,0,n,na,0.0,M
pingal,l,al,gal,0,n,na,0.0,M
pinakin,n,in,kin,0,n,na,0.0,M
pitambar,r,ar,bar,0,n,na,0.0,M
pival,l,al,val,0,n,na,0.0,M
piyali,i,li,ali,1,i,na,0.3,M
piyush,h,sh,ush,0,n,na,0.0,M
poshan,n,an,han,0,n,na,0.0,M
poonish,h,sh,ish,0,n,na,0.0,M
pooran,n,an,ran,0,n,na,0.0,M
poornachandra,a,ra,dra,1,a,na,0.2,M
poornanand,d,nd,and,0,n,na,0.0,M
poorv,v,rv,orv,0,n,na,0.0,M
poorvaj,j,aj,vaj,0,n,na,0.0,M
poudhan,n,an,han,0,n,na,0.0,M
prabal,l,al,bal,0,n,na,0.0,M
prabhakar,r,ar,kar,0,n,na,0.0,M
prabhanjan,n,an,jan,0,n,na,0.0,M
prabhas,s,as,has,0,n,na,0.0,M
prabhat,t,at,hat,0,n,na,0.0,M
prabhav,v,av,hav,0,n,na,0.0,M
prabhave,e,ve,ave,1,e,na,0.5,M
prabhu,u,hu,bhu,1,u,na,0.5,M
prabuddha,a,ha,dha,1,a,ha,0.3,M
prabir,r,ir,bir,0,n,na,0.0,M
prabodh,h,dh,odh,0,n,na,0.0,M
prabodhan,n,an,han,0,n,na,0.0,M
prachet,t,et,het,0,n,na,0.0,M
pracheta,a,ta,eta,1,a,na,0.3,M
prachur,r,ur,hur,0,n,na,0.0,M
pradarsh,h,sh,rsh,0,n,na,0.0,M
pradeep,p,ep,eep,0,n,na,0.0,M
pradhi,i,hi,dhi,1,i,na,0.5,M
pradnesh,h,sh,esh,0,n,na,0.0,M
pradosh,h,sh,osh,0,n,na,0.0,M
pradyot,t,ot,yot,0,n,na,0.0,M
pradyumna,a,na,mna,1,a,na,0.3,M
pradyun,n,un,yun,0,n,na,0.0,M
praful,l,ul,ful,0,n,na,0.0,M
prafulla,a,la,lla,1,a,na,0.3,M
pragdeesh,h,sh,esh,0,n,na,0.0,M
pragnay,y,ay,nay,0,n,na,0.0,M
pragnya,a,ya,nya,1,a,na,0.5,M
pragun,n,un,gun,0,n,na,0.0,M
prayan,n,an,yan,0,n,na,0.0,M
prahalad,d,ad,lad,0,n,na,0.0,M
prahlad,d,ad,lad,0,n,na,0.0,M
prajapati,i,ti,ati,1,i,na,0.2,M
prajeet,t,et,eet,0,n,na,0.0,M
prajesh,h,sh,esh,0,n,na,0.0,M
prajin,n,in,jin,0,n,na,0.0,M
prajit,t,it,jit,0,n,na,0.0,M
prajval,l,al,val,0,n,na,0.0,M
prajvala,a,la,ala,1,a,na,0.3,M
prakash,h,sh,ash,0,n,na,0.0,M
prakat,t,at,kat,0,n,na,0.0,M
praket,t,et,ket,0,n,na,0.0,M
prakhar,r,ar,har,0,n,na,0.0,M
prakrit,t,it,rit,0,n,na,0.0,M
prakul,l,ul,kul,0,n,na,0.0,M
pramath,h,th,ath,0,n,na,0.0,M
pramesh,h,sh,esh,0,n,na,0.0,M
pramit,t,it,mit,0,n,na,0.0,M
pramod,d,od,mod,0,n,na,0.0,M
pramodan,n,an,dan,0,n,na,0.0,M
pramsu,u,su,msu,1,u,na,0.5,M
pramukh,h,kh,ukh,0,n,na,0.0,M
pran,n,an,ran,0,n,na,0.0,M
prana,a,na,ana,1,a,na,0.5,M
pranad,d,ad,nad,0,n,na,0.0,M
pranav,v,av,nav,0,n,na,0.0,M
pranava,a,va,ava,1,a,na,0.3,M
pranay,y,ay,nay,0,n,na,0.0,M
praneel,l,el,eel,0,n,na,0.0,M
praneeth,h,th,eth,0,n,na,0.0,M
pranesh,h,sh,esh,0,n,na,0.0,M
pranet,t,et,net,0,n,na,0.0,M
praney,y,ey,ney,0,n,na,0.0,M
pranit,t,it,nit,0,n,na,0.0,M
pranjal,l,al,jal,0,n,na,0.0,M
pranjivan,n,an,van,0,n,na,0.0,M
prankit,t,it,kit,0,n,na,0.0,M
prannath,h,th,ath,0,n,na,0.0,M
pranshu,u,hu,shu,1,u,na,0.5,M
pransu,u,su,nsu,1,u,na,0.5,M
pransukh,h,kh,ukh,0,n,na,0.0,M
prasad,d,ad,sad,0,n,na,0.0,M
prasanna,a,na,nna,1,a,na,0.3,M
prasata,a,ta,ata,1,a,na,0.3,M
prasenjit,t,it,jit,0,n,na,0.0,M
prasham,m,am,ham,0,n,na,0.0,M
prashansa,a,sa,nsa,1,a,na,0.3,M
prashant,t,nt,ant,0,n,na,0.0,M
prashray,y,ay,ray,0,n,na,0.0,M
prasoon,n,on,oon,0,n,na,0.0,M
prasuk,k,uk,suk,0,n,na,0.0,M
pratap,p,ap,tap,0,n,na,0.0,M
prateep,p,ep,eep,0,n,na,0.0,M
prateesh,h,sh,esh,0,n,na,0.0,M
prateet,t,et,eet,0,n,na,0.0,M
pratham,m,am,ham,0,n,na,0.0,M
prathamesh,h,sh,esh,0,n,na,0.0,M
pratik,k,ik,tik,0,n,na,0.0,M
pratosh,h,sh,osh,0,n,na,0.0,M
pratul,l,ul,tul,0,n,na,0.0,M
pratyush,h,sh,ush,0,n,na,0.0,M
praval,l,al,val,0,n,na,0.0,M
pravan,n,an,van,0,n,na,0.0,M
pravar,r,ar,var,0,n,na,0.0,M
praveen,n,en,een,0,n,na,0.0,M
praveer,r,er,eer,0,n,na,0.0,M
pravin,n,in,vin,0,n,na,0.0,M
pravir,r,ir,vir,0,n,na,0.0,M
pravit,t,it,vit,0,n,na,0.0,M
prayaag,g,ag,aag,0,n,na,0.0,M
preet,t,et,eet,0,n,na,0.0,M
preetam,m,am,tam,0,n,na,0.0,M
preetidutt,t,tt,utt,0,n,na,0.0,M
preetish,h,sh,ish,0,n,na,0.0,M
preetiwardhan,n,an,han,0,n,na,0.0,M
prem,m,em,rem,0,n,na,0.0,M
premal,l,al,mal,0,n,na,0.0,M
premanand,d,nd,and,0,n,na,0.0,M
premendra,a,ra,dra,1,a,na,0.3,M
prerit,t,it,rit,0,n,na,0.0,M
pretvan,n,an,van,0,n,na,0.0,M
pribhakta,a,ta,kta,1,a,na,0.3,M
prina,a,na,ina,1,a,na,0.5,M
prineet,t,et,eet,0,n,na,0.0,M
prinita,a,ta,ita,1,a,na,0.3,M
pritam,m,am,tam,0,n,na,0.0,M
pritesh,h,sh,esh,0,n,na,0.0,M
prithish,h,sh,ish,0,n,na,0.0,M
prithu,u,hu,thu,1,u,na,0.5,M
prithvee,e,ee,vee,1,e,na,1.0,M
prithvi,i,vi,hvi,1,i,na,0.5,M
prithviraj,j,aj,raj,0,n,na,0.0,M
pritish,h,sh,ish,0,n,na,0.0,M
privrata,a,ta,ata,1,a,na,0.3,M
priyaank,k,nk,ank,0,n,na,0.0,M
priyadarshan,n,an,han,0,n,na,0.0,M
priyadarshi,i,hi,shi,1,i,na,0.2,M
priyaka,a,ka,aka,1,a,na,0.3,M
priyal,l,al,yal,0,n,na,0.0,M
priyanesh,h,sh,esh,0,n,na,0.0,M
priyanshu,u,hu,shu,1,u,na,0.3,M
priyanvad,d,ad,vad,0,n,na,0.0,M
priyaranjan,n,an,jan,0,n,na,0.0,M
priyesh,h,sh,esh,0,n,na,0.0,M
pruthivi,i,vi,ivi,1,i,na,0.3,M
pujan,n,an,jan,0,n,na,0.0,M
pukhraj,j,aj,raj,0,n,na,0.0,M
pulak,k,ak,lak,0,n,na,0.0,M
pulakesh,h,sh,esh,0,n,na,0.0,M
pulin,n,in,lin,0,n,na,0.0,M
pulkit,t,it,kit,0,n,na,0.0,M
pundalik,k,ik,lik,0,n,na,0.0,M
puneet,t,et,eet,0,n,na,0.0,M
punit,t,it,nit,0,n,na,0.0,M
